,Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
1097,"WHITEFACE GAS DEPT, CITY OF",22581,Municipal Owned,TX,293,293,0,0,0,0,0,0,0,0,0,0
1098,"WHITTEMORE, TOWN OF",22588,Municipal Owned,IA,287,0,0,0,0,225,46,7,4,5,0,0
1099,WICKLIFFE NATURAL GAS SYSTEM,22602,Municipal Owned,KY,629,0,0,0,0,611,2,1,5,8,0,2
1100,WILCOX COUNTY GAS DISTRIBUTION,22605,Municipal Owned,AL,760,0,0,0,0,476,0,1,120,72,72,19
1101,"WILLCOX MUNICIPAL SYSTEM, CITY OF",22609,Municipal Owned,AZ,1306,625,0,0,0,0,0,0,160,372,149,0
1102,WILLIAMSPORT CORP,22623,Municipal Owned,OH,361,0,0,0,0,0,216,0,58,36,51,0
1103,"WILLISTON GAS DEPT, CITY OF",22651,Municipal Owned,FL,549,0,0,0,0,0,0,0,0,0,549,0
1104,SPIRE MISSISSIPPI INC,22658,Investor Owned,MS,22076,17409,0,0,0,0,0,0,0,1128,3266,273
1105,"WILLOW GAS DEPT, TOWN OF",22665,Municipal Owned,OK,107,0,0,0,0,5,0,0,102,0,0,0
1106,"WILSON GAS DEPT, CITY OF",22679,Municipal Owned,NC,15142,505,0,0,176,975,1084,1775,4928,3870,1741,88
1107,WILTON GAS DEPT,22693,Municipal Owned,AL,202,0,0,0,113,25,12,29,16,7,0,0
1108,"WINCHESTER, CITY OF",22700,Municipal Owned,IL,821,0,0,0,499,0,2,167,19,53,79,2
1109,"WINDER NATURAL GAS SYSTEM, CITY OF",22707,Municipal Owned,GA,7545,2448,0,0,0,0,0,0,1338,1934,1598,227
1110,"WINFIELD GAS DEPT, CITY OF",22725,Municipal Owned,KS,5006,0,0,0,0,0,26,188,2130,2533,126,3
1111,"WINNSBORO MUNICIPAL GAS SYSTEM, TOWN OF",22735,Municipal Owned,SC,2945,0,0,0,0,828,96,932,786,221,73,9
1112,"WINONA, TOWN OF",22742,Municipal Owned,TX,459,0,0,0,15,188,0,0,226,19,11,0
1113,WISCONSIN GAS LLC DBA WE ENERGIES,22763,Investor Owned,MI,0,0,0,0,0,0,0,0,0,0,0,0
1114,WISCONSIN GAS LLC DBA WE ENERGIES,22763,Investor Owned,WI,530932,1456,478,749,23817,70814,55825,63325,88249,78328,137968,9923
1115,"WISNER, CITY OF",22769,Municipal Owned,NE,532,0,0,0,250,94,49,21,59,20,32,7
1116,WISCONSIN ELECTRIC POWER COMPANY DBA WE ENERGIES,22777,Investor Owned,WI,418591,0,0,38,5912,42926,88666,70353,87737,63581,54468,4910
1117,ALLIANT ENERGY - WISCONSIN POWER & LIGHT CO,22784,Investor Owned,WI,174913,380,5,17,664,13096,24315,31424,41027,32946,30355,684
1118,WISCONSIN PUBLIC SERVICE CORP,22791,Investor Owned,WI,309500,0,0,7,310,23932,62294,40608,74125,56830,46817,4577
1119,WOODBINE MUNICIPLE NATURAL GAS SYSTEM,22833,Municipal Owned,IA,679,0,0,0,0,314,117,64,118,11,47,8
1120,WOODSBORO NATURAL GAS CORP,22868,Privately Owned,TX,443,0,0,0,0,0,0,0,0,0,0,443
1121,"WOODVILLE, CITY OF",22873,Municipal Owned,TX,1059,0,0,0,0,0,38,841,79,60,39,2
1122,"WOODVILLE, TOWN OF",22882,Municipal Owned,MS,1000,997,0,0,0,0,0,0,0,0,3,0
1123,"WRENS NATURAL GAS SYSTEM, CITY OF",22903,Municipal Owned,GA,1064,844,0,0,0,0,0,0,0,121,99,0
1124,WYOMING GAS CO,22917,Privately Owned,WY,6441,0,0,0,0,142,1028,688,1873,1727,921,62
1125,YALE WATER & SEWER TRUST,24010,Municipal Owned,OK,650,500,0,0,0,0,50,50,0,50,0,0
1126,YANKEE GAS SERVICES CO,24015,Investor Owned,CT,165208,7854,2847,941,4503,13616,15784,25242,22563,28296,39410,4152
1127,YORK COUNTY NATURAL GAS AUTH,24030,Municipal Owned,SC,72819,1061,0,0,802,3066,1107,7047,18275,24837,15046,1578
1128,"YORK GAS DEPT, CITY OF",24040,Municipal Owned,AL,773,50,0,0,75,0,5,643,0,0,0,0
1129,ZIA NATURAL GAS CO,25000,Privately Owned,NM,43835,0,0,0,2625,4550,4480,6943,8186,8591,7823,637
1130,ZIA NATURAL GAS CO,25000,Privately Owned,TX,41,0,0,0,0,0,0,0,30,7,4,0
1131,"ZACHARY WATER & GAS DISTRIBUTION SYSTEM, CITY OF",25010,Municipal Owned,LA,6731,0,0,0,0,0,0,2626,722,1813,1328,242
1132,RAPIDES PARISH GAS UTILITY DIST #2,25046,Municipal Owned,LA,435,0,0,0,0,0,0,332,32,30,39,2
1133,WASHINGTON PARISH UTILITY DIST #1,25048,Municipal Owned,LA,418,0,0,0,0,378,0,0,0,23,13,4
1134,WOODWORTH MUNICIPAL GAS DEPT,25049,Municipal Owned,LA,601,0,0,0,0,0,291,0,37,116,140,17
1135,"MARIETTA, CITY OF",25109,Municipal Owned,TX,482,0,0,0,0,470,0,0,0,3,9,0
1136,EPCOR GAS TEXAS INC.,25110,Privately Owned,TX,4317,0,0,0,0,133,25,97,540,1920,1365,237
1137,MT PLEASANT GAS SYSTEM,25126,Municipal Owned,TN,1839,1157,0,0,0,0,0,430,180,26,36,10
1138,ST JOE NATURAL GAS CO INC,25136,Investor Owned,FL,3326,0,0,0,0,511,154,668,757,471,608,157
1139,"MAMOU, TOWN OF",26310,Municipal Owned,LA,1371,1262,0,0,0,0,0,0,0,109,0,0
1140,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",26330,Investor Owned,OK,13,0,0,0,0,13,0,0,0,0,0,0
1141,EASTERN NATURAL GAS CO,26358,Privately Owned,OH,6584,759,0,0,0,400,1006,862,1794,1194,525,44
1142,WINONA GAS,30007,Municipal Owned,KS,183,0,0,0,0,0,0,0,182,1,0,0
1143,"ST JOSEPH, CITY OF",30030,Municipal Owned,TN,377,0,0,0,0,0,0,0,311,58,6,2
1144,EVERLY MUNICIPAL GAS,30039,Municipal Owned,IA,348,0,0,0,0,304,0,0,25,17,2,0
1145,"CUBA, CITY OF, GAS DEPARTMENT",30046,Municipal Owned,MO,1372,0,0,0,0,0,0,0,1055,218,86,13
1146,"BLANDING, CITY OF",30047,Municipal Owned,UT,1136,0,0,0,0,0,0,0,864,135,115,22
1147,"BELLEVILLE, CITY OF, MUNICIPAL GAS DEPT",30058,Municipal Owned,KS,1361,1230,0,0,0,0,0,0,86,35,8,2
1148,SIGEL GAS,30069,Investor Owned,PA,240,42,0,0,0,0,0,0,80,60,55,3
1149,AFTON PUBLIC WORKS AUTHORITY (APWA),30507,Municipal Owned,OK,512,0,0,0,0,490,0,0,10,12,0,0
1150,LEVAN TOWN,30508,Municipal Owned,UT,338,0,0,0,0,0,0,0,282,29,26,1
1151,MONA TOWN,30509,Municipal Owned,UT,626,0,0,0,0,0,0,0,285,241,86,14
1152,NEPHI CITY,30510,Municipal Owned,UT,2493,0,0,0,0,0,0,0,1554,505,385,49
1153,WINFIELD MUNICIPAL GAS,30515,Municipal Owned,IA,505,0,0,0,0,468,0,0,21,11,3,2
1154,WHEELWRIGHT UTILITY COMMISSION,30524,Municipal Owned,KY,251,0,0,0,0,0,0,0,0,0,251,0
1155,OILTON PUBLIC WORKS AUTHORITY,30526,Municipal Owned,OK,486,0,0,0,0,5,0,480,0,0,1,0
1156,FAIRLAND GAS CO,30527,Municipal Owned,OK,492,0,0,0,0,475,0,0,15,0,2,0
1157,EAST CENTRAL ALABAMA GAS DISTRICT,30530,Municipal Owned,AL,3343,0,0,0,1093,511,243,159,968,109,234,26
1158,MORLAND CITY OF,30556,Municipal Owned,KS,142,0,0,0,0,0,0,0,131,0,11,0
1159,HAVENSVILLE GAS,30557,Municipal Owned,KS,91,0,0,0,0,0,0,91,0,0,0,0
1160,WHEATON MUNICIPAL GAS,30561,Municipal Owned,MO,351,0,0,0,0,0,0,0,341,8,2,0
1161,GROVE MUNICIPAL SERVICES AUTHORITY,30563,Municipal Owned,OK,4647,0,0,0,0,2028,48,572,766,756,443,34
1162,WEST LINCOLN NATURAL GAS DISTRICT,30565,Municipal Owned,MS,410,0,0,0,0,0,0,0,382,10,18,0
1163,"ROUND LAKE, CITY OF",30566,Municipal Owned,MN,235,0,0,0,0,0,0,0,222,4,9,0
1164,CITY OF PIKEVILLE,30568,Municipal Owned,KY,1605,0,1538,0,0,0,0,0,10,27,30,0
1165,ENERFIN RESOURCES I LIMITED PARTNERSHIP,30588,Privately Owned,OK,8,0,0,0,0,0,8,0,0,0,0,0
1166,"BELLS, GAS & WATER DEPT., CITY OF",30618,Municipal Owned,TN,732,732,0,0,0,0,0,0,0,0,0,0
1167,"ONEOK FIELD SERVICES COMPANY, L.L.C.",30629,Investor Owned,KS,132,129,0,0,0,0,0,0,0,0,3,0
1168,"ONEOK FIELD SERVICES COMPANY, L.L.C.",30629,Investor Owned,OK,1,1,0,0,0,0,0,0,0,0,0,0
1169,"OKTEX PIPELINE COMPANY, LLC",30630,Investor Owned,TX,17,17,0,0,0,0,0,0,0,0,0,0
1170,CITY OF RED BOILING SPRINGS GAS UTILITY,30643,Municipal Owned,TN,475,0,0,0,0,0,0,0,200,100,174,1
1171,FLORENCE UTILITY COMMISSION,30660,Municipal Owned,WI,1701,0,0,0,0,0,0,0,1187,248,238,28
1172,"ENMARK ENERGY, INC",30666,Privately Owned,WV,5,0,0,0,0,0,0,0,0,0,5,0
1173,POPLAR GROVE UTILITY DISTRICT,30669,Cooperative,TN,4638,0,0,0,0,0,0,0,2722,1079,730,107
1174,HILCORP ENERGY COMPANY,30711,Privately Owned,CO,8,1,0,0,0,0,0,3,4,0,0,0
1175,HILCORP ENERGY COMPANY,30711,Privately Owned,NM,25,0,0,0,5,3,5,7,5,0,0,0
1176,MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,IA,532546,24279,3997,2106,28004,65186,64812,85716,112393,79883,61819,4351
1177,MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,IL,60760,2744,35,356,4016,13668,9726,4378,12521,8804,3293,1219
1178,MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,NE,4524,210,73,19,141,271,128,661,1651,741,597,32
1179,MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,SD,89588,2109,1512,166,2171,3713,6242,10145,19993,23611,18990,936
1180,SPIRE MISSOURI INC. WEST,30769,Investor Owned,MO,512703,0,1194,284,3976,11727,45991,94382,213498,87515,48745,5391
1181,"WALDEN, TOWN OF",30839,Municipal Owned,CO,587,0,0,0,426,49,38,10,10,36,17,1
1182,"WALDEN, TOWN OF",30839,Municipal Owned,WY,394,0,0,0,0,0,0,0,250,104,37,3
1183,"TUMLINSON ENGINEERING, INC",30863,Privately Owned,TN,161,0,0,161,0,0,0,0,0,0,0,0
1184,"ST. ROBERT, CITY OF",30865,Municipal Owned,MO,477,0,0,0,0,0,0,0,323,154,0,0
1185,"WAYNESVILLE, CITY OF",30866,Municipal Owned,MO,656,0,0,0,0,0,0,0,0,601,48,7
1186,KILMICHAEL NATURAL GAS,30878,Municipal Owned,MS,245,0,0,0,0,0,0,0,240,3,2,0
1187,"RANTOUL, VILLAGE OF",30889,Municipal Owned,IL,560,0,0,0,273,33,0,48,130,53,22,1
1188,"RANDALL, CITY OF",30893,Municipal Owned,MN,302,0,0,0,0,0,0,0,211,76,14,1
1189,"BLUEGRASS GAS SALES, INC.",30894,Privately Owned,KY,858,0,0,0,0,0,0,0,471,274,102,11
1190,TRANSMONTAIGNE OPERATING COMPANY L.P.,30909,Privately Owned,CA,1,0,0,0,0,0,0,0,1,0,0,0
1191,E&S GASLINE,30927,Privately Owned,NE,15,0,0,0,0,0,15,0,0,0,0,0
1192,"SPLENDORA, CITY OF",30929,Municipal Owned,TX,354,0,0,0,0,0,0,0,0,0,0,354
1193,KNG ENERGY INC,30930,Investor Owned,OH,3047,0,0,0,189,143,0,19,578,1116,958,44
1194,"GOODHUE MUNICIPAL GAS, CITY OF",30961,Municipal Owned,MN,493,0,0,0,0,0,0,0,324,134,30,5
1195,"HUMBOLDT MUNICIPAL GAS, CITY OF",30964,Municipal Owned,SD,262,0,0,0,0,0,0,0,238,19,5,0
1196,GREATER MINNESOTA GAS INC.,30967,Investor Owned,MN,9528,0,0,0,2,0,0,0,1268,2623,5212,423
1197,"FOREXCO, INC.",30975,Privately Owned,TN,0,0,0,0,0,0,0,0,0,0,0,0
1198,T & L GAS CO,30993,Privately Owned,TX,321,0,0,0,0,0,2,129,7,48,112,23
1199,"RICHLAND, CITY OF",30996,Municipal Owned,MO,737,0,0,0,0,0,0,0,734,3,0,0
1200,"COHASSET, CITY OF",31014,Municipal Owned,MN,1373,0,0,0,0,0,0,0,555,166,611,41
1201,"PORT ARANSAS, CITY OF",31018,Municipal Owned,TX,1460,343,0,0,0,0,0,0,125,172,692,128
1202,"LOWER VALLEY ENERGY, INC.",31044,Cooperative,WY,4552,0,0,0,0,0,0,0,2600,1237,607,108
1203,MILLER OIL COMPANY,31065,Privately Owned,MT,415,391,0,0,0,0,0,0,5,11,8,0
1204,"MORGAN, CITY OF",31070,Municipal Owned,MN,358,0,0,0,0,0,0,0,268,32,58,0
1205,CITIES OF CLARISSA AND EAGLE BEND,31071,Municipal Owned,MN,586,0,0,0,0,0,0,0,467,91,28,0
1206,"CROOKS MUNICIPAL GAS, CITY OF",31090,Municipal Owned,SD,902,0,0,0,0,0,0,0,531,210,161,0
1207,CITY OF FOSSTON MUNICIPAL GAS,31093,Municipal Owned,MN,668,0,0,0,0,0,0,0,382,136,143,7
1208,"GARRETSON GAS UTILITY, CITY OF",31094,Municipal Owned,SD,583,0,0,0,0,0,0,0,464,70,49,0
1209,ISLAND ENERGY,31097,Municipal Owned,CA,405,0,0,0,0,0,0,60,0,274,68,3
1210,"CLEARBROOK MUNICIPAL GAS, CITY OF",31098,Municipal Owned,MN,235,0,0,0,0,0,0,0,164,40,31,0
1211,"BAGLEY NATURAL GAS, CITY OF",31099,Municipal Owned,MN,618,0,0,0,0,0,0,0,338,138,132,10
1212,DCP MIDSTREAM,31130,Privately Owned,CO,4,4,0,0,0,0,0,0,0,0,0,0
1213,DCP MIDSTREAM,31130,Privately Owned,KS,43,43,0,0,0,0,0,0,0,0,0,0
1214,DCP MIDSTREAM,31130,Privately Owned,OK,163,163,0,0,0,0,0,0,0,0,0,0
1215,DCP MIDSTREAM,31130,Privately Owned,TX,63,63,0,0,0,0,0,0,0,0,0,0
1216,NORTH SLOPE BOROUGH ENERGY MANAGEMENT,31142,Municipal Owned,AK,160,0,0,0,0,0,0,0,0,152,8,0
1217,"SIENERGY, LP",31148,Investor Owned,TX,30172,0,0,0,0,0,0,0,500,6084,18855,4733
1218,WHEELER BASIN NATURAL GAS CO,31157,Investor Owned,AL,4326,0,0,0,0,0,0,0,2340,995,872,119
1219,"HILDALE, CITY OF",31158,Municipal Owned,UT,274,0,0,0,0,0,0,0,0,183,78,13
1220,"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",31159,Investor Owned,KS,634059,0,6302,1261,4831,25964,57842,87396,167412,144646,127886,10519
1221,"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",31159,Investor Owned,OK,36008,0,675,359,955,3946,3624,5547,6918,9243,4579,162
1222,ENERGY WEST MONTANA,31191,Privately Owned,MT,30415,162,502,1487,2875,2962,4771,3951,4163,4028,4819,695
1223,"TYLER, CITY OF",31222,Municipal Owned,MN,561,0,0,0,0,0,0,0,464,52,42,3
1224,AVISTA CORP,31232,Investor Owned,ID,83936,1109,0,0,702,6436,4968,5075,29240,19352,15066,1988
1225,AVISTA CORP,31232,Investor Owned,OR,106013,14240,160,14,44,2640,4348,8940,30993,25609,17709,1316
1226,AVISTA CORP,31232,Investor Owned,WA,165333,1761,0,0,7462,23411,15981,10490,49057,28038,27085,2048
1227,CMF OF KANSAS LLC,31263,Privately Owned,KS,0,0,0,0,0,0,0,0,0,0,0,0
1228,NEW HAMPSHIRE GAS CORP,31265,Investor Owned,NH,16,0,0,0,0,0,0,0,0,12,4,0
1229,NEW HAMPSHIRE GAS CORP,31265,Investor Owned,NH,829,0,8,0,0,1,7,24,130,311,315,33
1230,WEST COAST GAS CO INC,31267,Privately Owned,CA,1396,0,0,0,10,87,0,0,10,1286,3,0
1231,"ONEOK GAS TRANSPORTATION, LLC",31286,Investor Owned,OK,1999,1999,0,0,0,0,0,0,0,0,0,0
1232,NORTHWEST GAS,31292,Privately Owned,MN,2420,0,0,0,0,0,0,0,337,59,1720,304
1233,"SUBURBAN PROPANE, L.P.",31298,Investor Owned,WI,277,0,0,0,0,0,114,63,0,58,42,0
1234,CLAY GAS UTILITY DISTRIST,31315,Municipal Owned,TN,296,0,0,0,0,0,0,0,160,35,100,1
1235,COLORADO NATURAL GAS INC.,31316,Investor Owned,CO,24028,83,0,0,290,535,595,530,2938,12140,6118,799
1236,"SUPERIOR ENERGY CO, LLC",31342,Privately Owned,MI,2808,0,0,0,0,0,0,0,327,1478,951,52
1237,ATMOS ENERGY CORPORATION - MID-TEX,31348,Investor Owned,TX,1775783,90298,59053,69008,169160,157712,154294,212056,245227,270041,318313,30621
1238,"FAIRFAX, CITY OF",31349,Municipal Owned,MN,807,0,0,0,0,0,0,0,489,156,155,7
1239,"BLUEBONNET NATURAL GAS, LLC",31354,Privately Owned,TX,1481,1341,0,0,0,0,0,0,0,0,84,56
1240,MILLENNIUM ENERGY INC,31360,Privately Owned,KY,75,0,0,0,0,0,0,0,19,37,17,2
1241,CITY OF WAHOO,31363,Municipal Owned,NE,1762,0,106,43,114,148,201,280,238,375,231,26
1242,FRONTIER NATURAL GAS COMPANY,31406,Cooperative,NC,4790,0,0,0,0,0,0,0,22,1372,3136,260
1243,GUTHRIE NATURAL GAS,31412,Municipal Owned,KY,214,0,0,0,0,0,0,0,148,44,22,0
1244,COMMUNITY ENERGY RESOURCE COOPERATIVE,31413,Cooperative,OH,1241,0,0,0,0,0,0,0,72,501,637,31
1245,CITY OF WALL LAKE,31416,Municipal Owned,IA,410,0,0,0,0,0,0,0,375,5,30,0
1246,ALLIANT GAS,31432,Privately Owned,AZ,10419,0,0,0,0,99,208,2384,3910,2630,1061,127
1247,CITY OF HENNING,31433,Municipal Owned,MN,510,0,0,0,0,0,0,0,367,52,84,7
1248,VECTREN ENERGY DELIVERY OF OHIO,31470,Investor Owned,OH,313749,75134,1992,4194,23026,30944,11387,19527,39990,25307,77908,4340
1249,NORTHEAST MS NATURAL GAS DISTRICT,31473,Cooperative,MS,3650,0,0,0,0,0,0,978,472,700,1434,66
1250,BANGOR NATURAL GAS CO.,31481,Investor Owned,ME,6658,0,0,0,0,0,0,0,0,1096,5188,374
1251,CITY OF SCRIBNER UTILITIES,31483,Municipal Owned,NE,409,356,0,0,0,0,0,4,1,16,31,1
1252,MAINE NATURAL GAS,31487,Investor Owned,ME,4928,0,0,0,0,0,0,0,30,1983,2744,171
1253,WENDOVER GAS CO,31497,Privately Owned,NV,528,0,0,0,0,0,0,0,499,10,19,0
1254,CLAIBORNE UTILITIES DISTRICT,31498,Municipal Owned,TN,1352,0,0,0,0,0,0,0,500,427,380,45
1255,ALPINE NATURAL GAS,31515,Privately Owned,CA,1723,0,0,0,0,0,0,0,0,1249,474,0
1256,CONSUMERS GAS COOPERATIVE,31521,Cooperative,OH,8699,2455,0,0,0,0,0,0,0,1364,4454,426
1257,CITY OF RIENZI MUNICIPAL GAS,31525,Municipal Owned,MS,366,0,0,0,0,0,0,0,0,313,49,4
1258,"ONEOK WESTEX TRANSMISSION, LLC",31531,Investor Owned,TX,593,593,0,0,0,0,0,0,0,0,0,0
1259,"HANSON ENGINEERING, L.C.",31539,Investor Owned,KS,678,0,0,0,0,0,33,0,295,72,264,14
1260,"COSERV GAS, LTD",31588,Privately Owned,TX,131392,0,0,0,0,0,0,0,3363,63239,60004,4786
1261,CITY OF HOOKER,31597,Municipal Owned,OK,864,330,0,0,27,76,24,0,0,8,382,17
1262,CITY OF SUSANVILLE,31599,Municipal Owned,CA,3269,0,0,0,0,0,0,0,0,2759,510,0
1263,"LDC, LLC.",31608,Investor Owned,TX,1338,0,0,0,0,0,0,0,0,382,873,83
1264,GREENLIGHT GAS INC,31622,Cooperative,TX,5815,402,3225,0,35,1,0,0,0,2144,8,0
1265,NORTHWESTERN CORPORATION,31632,Investor Owned,MT,193476,0,5035,8260,8807,38031,23519,14380,37293,28957,25725,3469
1266,NORTHWESTERN CORPORATION,31632,Investor Owned,MT,609,0,0,0,0,0,0,0,380,153,71,5
1267,NORTHWESTERN CORPORATION,31632,Investor Owned,NE,40942,0,0,0,4619,4879,10998,6016,8130,2549,3160,591
1268,NORTHWESTERN CORPORATION,31632,Investor Owned,SD,50149,0,0,0,0,6543,5426,7063,17416,7058,5943,700
1269,NORTHERN STATES POWER CO OF MINNESOTA,31636,Investor Owned,MN,447561,36917,71,18,1391,7905,21429,70994,132675,109326,65742,1093
1270,NORTHERN STATES POWER CO OF MINNESOTA,31636,Investor Owned,ND,59096,14369,3,7,3,3481,2522,5559,9304,10310,13453,85
1271,PANHANDLE NATURAL GAS,31637,Privately Owned,OK,118,77,0,0,0,0,0,0,17,0,24,0
1272,CITY OF WHITE PLAINS,31653,Municipal Owned,KY,132,0,0,0,0,0,0,0,0,0,0,132
1273,UNIVERSITY OF NEW HAMPSHIRE,31665,Privately Owned,NH,66,0,0,0,1,0,0,0,45,8,11,1
1274,BEDFORD COUNTY UTILITY DISTRICT,31694,Privately Owned,TN,423,0,0,0,0,0,0,0,0,304,104,15
1275,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,Privately Owned,KS,1430,1430,0,0,0,0,0,0,0,0,0,0
1276,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,Privately Owned,MO,458,458,0,0,0,0,0,0,0,0,0,0
1277,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,Privately Owned,OK,433,433,0,0,0,0,0,0,0,0,0,0
1278,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,Privately Owned,TX,1,1,0,0,0,0,0,0,0,0,0,0
1279,LIBERTY UTILITIES (NEW ENGLAND NATURAL GAS COMPANY) CORP,31770,Investor Owned,MA,36902,341,2949,296,1014,2444,3111,3871,6087,5406,10085,1298
1280,MISSISSIPPI RIVER GAS LLC,31794,Privately Owned,MS,4451,0,0,0,0,2888,600,493,216,135,109,10
1281,COLORADO CITY GAS DEPARTMENT,31795,Municipal Owned,AZ,378,0,0,0,0,0,0,0,0,232,129,17
1282,THOMPSON GAS INC,31807,Privately Owned,MD,2085,0,0,0,0,0,0,0,28,1309,683,65
1283,THOMPSON GAS INC,31807,Privately Owned,WV,792,0,0,0,0,0,0,0,0,478,193,121
1284,CANAAN VALLEY GAS CO,31808,Privately Owned,WV,1186,0,0,0,0,0,0,50,377,589,151,19
1285,SENTRA CORPORATION,31831,Privately Owned,KY,214,0,0,0,0,0,0,0,50,142,17,5
1286,UNISOURCE ENERGY SERVICES,31840,Investor Owned,AZ,150734,0,0,331,11213,13637,16901,19392,34037,40409,13001,1813
1287,VILLAGE OF MORTON,31859,Municipal Owned,IL,5740,0,0,0,334,1012,324,581,1285,1336,827,41
1288,TOWN OF FRANKLINTON,31860,Municipal Owned,LA,1357,1345,0,0,0,0,0,0,0,2,10,0
1289,"NORSTAR PIPELINE COMPANY, INC.",31896,Privately Owned,AK,825,0,0,0,0,0,0,1,1,437,384,2
1290,NORTHWEST NATURAL GAS LLC,31906,Privately Owned,MN,2124,0,0,0,0,17,0,0,1408,369,313,17
1291,NORTHWEST NATURAL GAS OF MURRAY COUNTY LLC,31907,Privately Owned,MN,1691,0,0,0,0,0,0,0,702,288,663,38
1292,"AMERICAN ENERGIES GAS SERVICE,  LLC",31911,Privately Owned,KS,199,0,0,0,0,0,18,88,36,33,22,2
1293,ORANGE CITY MUNCIPAL UTILITIES,31935,Municipal Owned,IA,2103,0,0,0,568,243,171,282,422,224,169,24
1294,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.",31940,Cooperative,IN,616,0,0,0,0,0,0,0,0,381,207,28
1295,CITY OF VERNON,31955,Municipal Owned,CA,124,0,0,0,0,0,0,0,0,29,93,2
1296,ALL AMERICAN ENERGY,31959,Cooperative,OH,1442,0,0,0,0,0,0,0,0,532,892,18
1297,KAMPS PROPANE,31964,Privately Owned,CA,765,0,0,0,0,76,288,401,0,0,0,0
1298,"TEXAS KANSAS OKLAHOMA GAS, LLC",31981,Privately Owned,KS,141,0,0,0,0,0,0,0,0,0,122,19
1299,"TEXAS KANSAS OKLAHOMA GAS, LLC",31981,Privately Owned,OK,479,193,0,0,0,0,126,0,31,0,108,21
1300,"TEXAS KANSAS OKLAHOMA GAS, LLC",31981,Privately Owned,TX,437,0,0,0,0,51,8,0,187,14,163,14
1301,"RURAL WATER, SEWER, GAS & SOLID WASTE MGMT. DIST. #10 OF DELAWARE CTY, OK",31984,Municipal Owned,OK,200,0,0,0,0,0,0,0,0,181,19,0
1302,THE VILLAGE OF OBETZ,31985,Municipal Owned,OH,85,0,0,0,0,0,0,0,3,50,32,0
1303,"FRENCH SETTLEMENT GAS, LLC",31989,Privately Owned,LA,1638,0,0,0,0,34,0,0,0,1344,230,30
1304,AMERIGAS PROPANE LP,32013,Privately Owned,CA,5475,278,0,0,0,438,693,445,296,2833,492,0
1305,AMERIGAS PROPANE LP,32013,Privately Owned,FL,2548,0,0,0,0,180,386,0,384,1598,0,0
1306,AMERIGAS PROPANE LP,32013,Privately Owned,MI,965,0,0,0,0,0,0,0,0,185,780,0
1307,AMERIGAS PROPANE LP,32013,Privately Owned,NV,209,0,0,0,0,0,0,0,0,180,29,0
1308,AMERIGAS PROPANE LP,32013,Privately Owned,PA,342,0,0,0,0,0,0,0,0,212,130,0
1309,AMERIGAS PROPANE LP,32013,Privately Owned,TX,1636,0,0,0,0,0,0,0,0,102,1534,0
1310,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",32024,Investor Owned,OK,1,0,0,0,0,0,0,0,0,0,0,1
1311,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",32024,Investor Owned,TX,66,11,0,0,3,2,3,0,14,10,22,1
1312,"NGO TRANSMISSION, INC.",32034,Cooperative,OH,96,0,0,1,10,2,34,27,3,3,13,3
1313,"TEXAS COMMUNITY PROPANE, LTD.",32061,Investor Owned,TX,6123,0,0,0,0,0,0,0,0,3774,2248,101
1314,"TREMONT, CITY OF",32065,Municipal Owned,MS,234,0,0,0,0,0,0,0,0,234,0,0
1315,SUMMIT NATURAL GAS OF MISSOURI,32074,Investor Owned,MO,23180,0,0,0,0,0,0,0,9753,3825,9274,328
1316,"VILLAGE ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",32084,Cooperative,OH,1508,0,0,0,0,0,0,0,309,805,339,55
1317,"MADISON ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",32085,Cooperative,OH,2667,0,0,0,0,0,0,123,788,1110,578,68
1318,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",32086,Cooperative,OH,15561,0,0,0,0,114,480,894,1613,5982,5798,680
1319,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",32086,Cooperative,PA,5215,3011,210,204,224,67,90,264,403,341,384,17
1320,"ROSS ENERGY, LLC",32092,Privately Owned,OH,20,0,0,0,0,0,0,0,0,14,6,0
